"Austronesian",tvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,6,5,3,1,1,,,,3,1,3,,,2,,,1,1,9,,,5,2,,,,,,,,6,,2,,,,,5,2,,,,2,3,3,,,,,,5,,2,1,,2,2,2,2,1,1,,1,,,,,,6,3,,2,2,2,,,,,,,,,,,3,4,8,5,3,2,,,,4,6,,,,,1,,,,3,2,2,1,,,,,,,,,,,,,,,,,,1,,,,1,4,4,13,3,,,,,,,,,,,,,,,,,,,,,,,1
"Austronesian",ttn,1,2,3,2,4,1,1,2,,,,1,3,1,,,,,1,1,,,,,,,,,1,,,,,,,7,4,,,1,2,,,,,,,,2,,,,,,9,,,2,2,,4,,,,,,,,1,,,,,5,5,2,,,,,,,,,,,2,,1,2,1,2,1,2,2,2,1,,1,,,,,2,2,2,1,4,4,4,,,,,,,,4,,,,,,,,,2,,,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",tgk,1,2,2,2,1,1,1,5,,,,1,2,1,2,8,1,5,1,1,,,,,,,,,1,1,,,,,,7,,,,1,1,,,,,,,6,,,,3,,,9,1,,,,,2,,,,,,,1,,,,,,5,,,,,,,,,,,,,2,,1,2,1,2,2,2,2,1,1,,1,,,,,2,2,2,1,4,4,4,,,2,4,3,1,1,,,2,,,,,,4,4,,,,1,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",tag,3,2,3,2,2,1,1,2,1,2,,1,2,1,6,8,6,1,1,1,1,3,1,2,3,5,5,2,1,1,1,1,2,2,2,7,4,4,3,,,5,,1,3,1,1,6,3,5,2,1,1,3,,2,6,7,1,3,,2,1,1,4,2,2,1,1,1,4,1,4,1,1,2,4,1,1,3,1,2,4,4,5,1,3,,2,2,,,2,3,6,1,1,,1,6,,,,,3,1,1,,4,5,1,1,1,,1,1,1,4,2,2,3,4,3,3,2,2,2,1,7,1,1,3,1,1,1,,4,5,1,3,2,2,1,2,2,,1,,,,,1,1,1,2,1,,,,3,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Austronesian",sun,,,,,,,,,,,,,,,1,3,5,,,,,,,,,,,,1,1,,,,,,5,4,,,,4,,,,,,,6,,,,2,,,9,,,,,,,,,,,,,,1,2,4,2,2,5,,,,,,,,,,,,,2,,1,2,,2,2,2,2,1,1,,1,,,,,3,1,2,1,4,4,4,,,1,,1,1,1,4,,1,,,,,,2,4,,,,1,,1,1,2,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",ruk,3,1,4,4,2,1,1,2,,,,1,2,1,,,,,1,5,,,,,,,,,4,1,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,,1,,2,,,,,,,,,1,1,1,3,1,,,,,,,,,,,,,7,2,2,2,,2,2,3,1,1,7,2,2,,,,,1,6,2,,4,5,5,,,,2,,,,,,,,,,,,2,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,,,,,,,,,,,,,,,,,5,,1,6,4,
"Austronesian",poh,1,3,1,1,1,1,1,2,,,,1,3,1,,,,,1,1,,,,,,,,,3,1,,,,,,9,,,,,1,,,,3,2,1,,3,,,,,,9,,,,3,,2,2,4,2,,,,,,,,,,4,,,,,,,,1,1,,,,2,,1,2,1,2,3,2,2,2,1,,1,,,,,3,6,3,1,4,4,4,,,,,,,,,,,,,,,,,2,,,,6,,,,,,,,,,,,,1,2,,1,,,,,,,,,2,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,1,1,1,3,,,5,5,,,,,,2,6,,2,,2,1,1,9,2,6,,,,2,,,,,,,2,1,,,,,1,5,1,1,2,,,,,,,,,2,,1,2,1,2,2,1,1,1,1,,1,,,,,1,6,2,1,4,4,3,,,2,,5,2,2,3,,1,,,,,,2,2,,,,4,3,,,,1,,,1,,,,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",mok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,1,1,1,8,6,5,,2,1,,,,3,,1,,,,,,1,1,9,1,,,3,,2,,,,,,,1,,,,,,4,5,2,1,2,2,1,3,,,4,5,1,2,,3,2,,2,3,2,2,2,1,,1,,,,,1,1,1,1,4,4,4,,,,5,,,,,,,,,,,,,2,,,,1,3,1,1,2,,,,,3,1,1,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",mal,3,1,5,4,2,1,1,2,1,2,,1,2,1,6,8,1,5,1,1,1,1,1,3,2,5,5,2,1,1,1,3,1,1,1,9,,4,1,1,4,5,,1,5,1,,6,1,2,1,3,1,3,7,,6,6,1,3,4,2,1,1,4,5,,1,,1,4,2,4,1,4,4,1,2,2,3,3,1,1,4,5,1,4,,2,2,1,2,2,2,5,2,1,,1,,,,,,5,1,1,4,4,4,2,2,1,1,1,1,1,,2,1,3,4,3,3,2,2,2,1,7,,1,5,1,1,1,4,4,5,,1,1,1,,2,2,,1,,,,,1,1,1,1,2,,,,2,1,,,,1,4,4,12,3,,,,,,,,,,,,,,,,,,4,,1,6,4,
"Austronesian",kwa,2,2,3,1,1,1,1,2,,,,1,1,1,6,8,1,,1,1,,,,,,,,,,,,,,,,7,4,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,5,4,2,2,,,,,,,,,2,,1,2,1,2,,2,2,1,,,,,,,,,,,,4,,4,,,,4,,,,1,,,,,,,,2,2,,,,,,1,1,2,,,,2,,,,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",kos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,1,4,,,,3,1,1,6,2,,,3,1,1,9,,,,3,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,1,2,1,2,2,2,2,2,1,,1,,,,,1,1,2,1,4,4,4,,,2,,5,2,2,,,1,,,,,,2,2,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,2,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",ind,3,2,3,4,2,1,1,2,1,2,,1,3,1,6,8,1,1,1,1,2,5,1,3,4,4,4,1,2,2,1,1,1,1,1,5,4,4,3,2,4,5,,1,2,1,1,6,4,2,1,2,1,1,9,3,5,1,2,3,4,2,1,1,1,5,3,2,1,2,4,2,2,2,5,2,4,2,1,3,3,1,1,4,5,1,2,,1,2,1,2,2,2,2,1,1,,1,,,,,1,5,3,1,4,4,4,1,1,2,1,3,2,1,4,2,1,3,4,2,4,1,2,4,1,7,1,1,3,1,1,2,,4,4,1,1,1,1,1,2,2,,1,,,,,1,1,1,2,2,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",haw,1,2,1,1,1,1,1,2,,,,1,1,1,6,8,2,1,3,1,,,,,,,,,1,1,,,1,1,1,7,,5,3,1,1,,,,3,1,3,,1,,,,,,9,3,5,3,1,,4,,,,,,,,1,1,4,2,4,,5,2,1,,2,3,2,,,,,,3,,2,2,,2,2,2,1,1,1,,1,,,,,2,,2,1,4,4,4,,,,5,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,3,,,,,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Austronesian",err,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,7,6,4,,,1,,,,,,4,6,,2,,3,,,,,,4,1,,,,,,,,,,1,,,,,,1,1,4,,,,,,,,,,2,,1,2,,2,2,2,2,2,1,,1,,,,,,1,2,,4,4,4,,,2,2,5,2,2,3,,2,,,,,,,1,,,,1,,,,,,,,1,3,1,,1,,,,,,,,,,,,,,,,,,3,,,,2,4,4,20,,,5,,,,4,2,7,4,,,,,,,,,,,,,,
"Austronesian",cha,3,2,3,2,2,1,1,2,1,2,,1,2,1,1,4,3,4,1,1,7,5,2,4,2,1,5,2,1,1,1,3,1,1,1,7,2,4,1,1,,5,,1,3,1,1,6,1,,1,3,1,1,,,6,7,1,,2,2,3,1,6,2,5,2,1,1,4,2,4,,,2,4,2,1,3,2,2,4,1,5,1,3,,2,2,,2,2,1,1,1,1,,1,,,,,1,1,3,1,4,4,3,1,4,3,,2,2,1,3,2,1,2,2,1,4,2,2,2,1,7,2,1,,1,1,1,,4,4,1,,1,1,,1,2,,1,,,,,1,1,1,2,1,,,,,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Austronesian",bkr,2,3,2,2,2,1,1,2,1,2,,1,2,1,1,3,7,,1,1,,,,,,,,,2,,1,3,1,1,1,5,,4,,3,4,5,,1,,,,6,,,2,2,1,1,9,,,1,2,2,2,,,,5,5,,2,1,,,,,2,4,2,1,2,1,3,3,1,1,,,,7,3,3,2,1,2,2,2,2,1,1,,1,,,,,1,3,1,1,4,4,4,1,1,2,6,3,2,1,,,2,3,4,,,2,2,4,1,7,1,1,,,,,,4,5,,1,1,1,1,,,,1,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,10,,,4,1,7,4,,,,,,,,,14,,1,6,4,
"Austronesian",mna,,,,,,,,,,,,,,,6,8,1,1,,,,,,,,,,,4,,,,,,,2,,4,3,,,,,,,,,6,,,,2,,,9,,,,,,2,,,,,,,,,,,,,1,1,2,4,,2,3,3,,,,,,2,,2,2,,2,2,2,2,1,1,,1,,,,,2,6,2,5,4,4,4,,,2,2,5,2,2,,,2,,,,,,2,2,,,,6,,,,,3,4,4,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",ace,,,,,,,,,,,,,,,7,8,5,1,,,,,,,1,1,1,2,1,,,,,,,9,1,,,5,5,,,,3,1,,6,,1,,2,,,9,,,,,,4,,,,,,,2,1,,,,,5,5,2,,,2,1,2,,,,,,7,,3,3,6,2,2,2,2,1,1,,1,,,,,3,5,3,1,5,5,5,,,4,,5,5,2,4,,2,,,,,,2,,,,1,1,3,1,1,2,,4,4,1,1,1,1,1,,,,,,,,,1,1,1,1,2,,,,,1,,,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
"Austronesian",bto,2,2,3,2,2,1,1,2,,,,1,,1,6,8,1,1,1,1,,,,,,,,,4,,,,,,,7,,,,5,5,,,,,,,,2,,,,,,9,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,2,2,1,2,2,2,2,3,1,,1,,,,,1,,2,1,4,4,4,,,,,,,,,,,,,,,,,2,,,,,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,12,3,,,,,,,,,,,,,,,,,,4,,1,6,4,
"Austronesian",dre,4,3,3,4,2,1,1,2,1,2,,1,2,1,2,8,1,1,1,5,,,,,,,,,1,1,1,1,,,,7,,5,,1,,5,,1,2,1,,2,,,2,2,1,1,9,2,6,,1,,2,2,1,2,,,,,2,,,,,5,5,4,4,2,2,3,3,1,1,,,,7,4,3,2,,2,2,2,2,1,1,,1,,,,,2,1,2,1,4,4,4,6,6,1,1,1,1,1,4,,1,,,,,,2,4,1,7,,1,,,,,,,,1,1,1,1,1,2,2,,3,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,12,,,1,8,7,4,,,,,,,,,16,,1,6,4,
"Austronesian",fij,3,2,3,1,1,1,1,2,1,2,,1,1,1,1,3,2,1,1,5,2,5,1,4,1,1,1,2,1,2,2,1,1,1,1,,,5,,5,5,5,,1,3,1,1,6,2,,2,4,1,1,9,2,6,3,1,,2,2,3,1,4,,,2,2,2,1,2,2,5,5,2,3,2,2,3,3,1,1,4,5,1,7,2,2,2,6,2,2,2,2,1,1,,1,,,,,3,6,2,1,4,4,4,1,,2,4,5,2,2,1,2,1,3,4,7,2,2,2,,2,1,,6,1,1,1,1,,4,,5,1,1,1,1,2,2,,1,,,,,1,1,1,2,,,,,,1,,,,1,4,4,16,3,,,,,,,,,,,,,,,,,,5,,1,6,4,
"Austronesian",iaa,5,3,3,4,2,1,1,3,,,,2,2,1,2,8,1,1,1,5,,,,,,,,,1,1,,,1,1,1,7,,,,1,1,,,,,,,,,,,,1,1,9,,,,1,,2,,,,,,,,,,,,,5,5,1,4,2,,,,,,,,,2,,2,2,1,2,2,1,2,1,1,,1,,,,,2,1,1,1,4,4,3,,,,4,,,,,,,,,,,,2,4,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian",klv,3,2,3,2,2,1,1,2,3,2,,1,2,1,1,3,4,,1,1,,,,,,,,,5,1,1,3,1,1,1,6,,4,,5,5,5,,5,3,1,4,3,1,4,,3,1,1,9,2,8,1,3,,2,,,,,,8,,,,,,,1,5,2,1,2,1,2,3,1,1,4,5,1,7,4,2,2,,2,1,2,2,1,1,,1,,,,,,6,1,1,4,4,4,1,,2,2,5,2,2,3,,2,3,4,8,5,1,1,2,1,7,1,6,3,1,1,2,,4,4,2,1,1,1,,,,,1,,,,,,,,,,,,,2,1,,,,1,4,4,21,,,13,27,,,,,7,4,,,,,,,,,20,,1,6,4,
"Austronesian",krb,1,2,1,1,1,1,1,1,1,2,,1,2,1,,,,,3,1,,,,,,,,,4,1,1,1,,,,6,,4,3,,,3,,1,,,1,6,,,,4,1,1,9,,,3,3,,2,,,,,,,,2,,,,,1,1,2,4,2,2,3,,1,1,,,,4,,2,2,1,2,2,2,2,1,1,,1,,,,,2,,2,1,4,4,4,1,,2,4,5,2,2,2,,1,,,,,2,2,4,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,1,,,,1,4,4,12,3,,,,,,,,,,,,,,,,,,4,,1,6,4,
"Austronesian",len,2,2,2,1,1,1,1,2,,,,1,2,1,6,8,1,1,1,1,,,,,,,,,5,,,,,,,7,,,,4,2,,,,,,,,,,,,,,9,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,1,2,1,2,2,2,2,2,1,,1,,,,,2,2,2,1,4,4,4,,,,2,,,,,,,,,,,,,6,,,,1,,1,1,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,14,3,,,2,1,4,18,4,,14,,7,,4,6,5,4,,,,,,,,,,,,,,
"Austronesian",mao,1,2,1,1,1,1,1,1,1,2,,1,1,1,1,5,2,,1,1,7,1,1,,2,2,2,2,1,1,1,1,1,1,1,7,6,5,3,1,1,5,,1,3,1,3,6,1,4,2,2,1,1,9,2,4,3,,1,4,2,1,1,4,,6,2,2,2,1,2,3,5,5,4,1,2,2,3,3,1,1,4,5,1,3,,2,2,1,2,2,2,6,2,1,,1,,,,,2,6,2,1,4,4,4,2,2,1,5,1,1,1,1,,1,3,4,8,5,2,2,4,2,1,1,6,2,3,1,2,3,4,4,1,3,2,1,,1,2,,1,,,,,,,,,2,,,,,1,,,,1,4,4,1,1,1,8,,,,1,8,7,4,,,,,,,,,,,,,,
"Austronesian",pai,3,1,4,4,2,2,1,3,1,2,,1,2,1,6,8,1,5,1,1,7,3,1,3,3,3,3,2,4,1,4,3,1,1,1,,,4,,,,5,,1,2,1,,6,1,,,2,1,3,9,2,4,,,,,2,1,1,,,,,2,2,4,2,3,4,4,4,4,2,1,2,3,2,2,,,,7,2,2,2,,2,2,2,1,2,1,,1,,,,,,6,1,1,4,4,4,,,1,2,1,1,1,4,,2,2,1,3,3,,2,2,3,3,1,6,,1,1,1,,4,,,1,1,1,,,,,1,,,,,1,1,1,1,,,,,,1,,,,1,4,4,16,3,,,,,,,,,,,,,,,,,,5,,1,6,4,
"Austronesian",pms,2,2,3,1,1,1,1,2,1,2,,1,2,1,5,8,1,,1,1,,,,,,,,,5,1,1,3,,,,7,,5,,1,4,5,,5,,,2,6,,2,,3,1,1,9,,,,,,2,1,3,3,,,7,,2,,,,,1,1,4,4,2,,2,,1,1,,,,2,,1,2,,2,2,2,,2,1,,1,,,,,,6,2,1,4,4,4,1,1,2,2,5,4,2,1,,2,3,4,8,5,1,1,1,3,3,1,6,,3,1,1,,4,3,2,,1,,1,,,,,,,,,,,,,,,,,2,3,,,,2,4,4,20,,,5,,,,4,2,7,4,,,,,,,,,,,,,,
"Austronesian",rap,1,2,2,1,1,1,1,1,1,2,,1,1,1,6,8,1,4,1,1,2,1,1,5,3,2,5,2,1,2,1,1,1,1,1,7,4,5,3,1,2,5,,1,3,1,3,6,1,,1,2,1,1,9,2,6,,1,,,2,1,2,4,,,,,2,1,2,3,5,5,1,1,2,2,3,2,1,1,4,5,1,3,,2,2,,2,2,2,2,1,1,,1,,,,,,1,,1,4,4,4,1,1,1,5,1,1,1,1,4,2,3,4,8,5,,2,4,3,3,,1,,,,,1,4,,1,3,1,3,,2,2,,1,,,,,1,1,1,1,,,,,,15,,11,,1,4,4,19,3,,,,,,,,,,,,,,,,,,23,9,3,6,4,
"Austronesian",sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,7,,5,,1,1,,,,3,1,3,6,,2,,2,,,9,2,3,3,2,,4,2,1,1,,,5,2,,,,,,1,,,,,,,,,,4,5,3,7,2,2,2,,2,2,2,6,3,1,,1,,,,,3,1,2,1,4,4,4,,,1,,1,1,1,,,2,3,4,,,,2,2,,,,1,1,1,1,2,3,,,5,,,,,1,2,,,,,,,,,,,,,,,2,1,,,,1,4,4,16,3,,,,,,,,,,,,,,,,,,5,,1,6,4,
"Austronesian",tab,3,2,3,2,2,1,1,2,1,2,,1,3,1,6,8,1,1,1,1,,,,,,,,,1,,1,3,1,1,1,8,3,4,,5,5,5,,5,,,2,6,2,1,,2,1,1,9,,5,,3,2,,,,,4,,8,,1,,,,,1,5,2,,2,2,2,3,1,1,4,5,1,2,,1,2,1,2,1,2,2,2,1,,1,,,,,3,6,2,1,4,4,4,1,1,4,1,2,2,1,2,,1,3,4,5,4,1,2,2,1,7,3,6,,,,,,,,2,1,1,1,1,,,,1,,,,,,,,,,,,,2,2,,,,4,1,4,4,6,,4,,,,4,8,7,1,,,,,,,,,,,,,,
"Austronesian",tah,,,,,,,,,,,,,,,1,5,2,5,,,,,,,,,,,1,,,,,,,7,,,,,2,,,,,,,,,,,,,,9,2,6,,,,,,,,,,,2,,1,1,2,3,5,4,4,,,,,,,,,,,3,,2,2,,2,3,2,1,3,1,,1,,,,,2,3,2,1,4,4,4,,,,,,,,,,,,,,,,2,2,,,4,1,2,3,1,2,,,,,,,,,1,1,3,,,,,,,,,,2,,,,,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Austronesian",tin,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,7,3,5,,1,4,,,,3,,,6,,,,2,1,1,9,2,4,,,,2,,,,,,,,1,,,,,5,5,2,,,,3,,,,,,,7,4,3,2,6,2,2,1,2,1,1,,1,,,,,1,4,2,1,4,4,3,,,2,4,2,2,1,1,,1,,,,,,,4,,,,1,2,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,13,,,4,1,7,4,,,,,,,,,17,,1,6,4,
"Austronesian",tuk,3,2,3,1,1,1,3,2,1,2,,1,1,1,6,8,1,1,1,1,7,3,2,4,4,2,5,2,5,1,1,3,1,1,1,9,,4,3,2,4,3,,3,3,1,1,6,3,,1,2,1,1,9,,3,1,2,1,4,2,1,2,6,2,4,,1,2,4,1,4,1,2,4,4,2,2,1,3,1,1,1,5,1,4,,2,2,,2,2,2,2,2,7,,3,3,,,,,2,3,1,4,5,4,4,4,2,2,5,2,2,2,2,1,3,4,3,3,3,2,,1,7,,1,,1,1,2,,4,4,3,2,2,1,1,,,,1,,,,,1,1,1,1,,,,,2,1,,,,1,4,4,12,3,,,,,,,,,,,,,,,,,,4,,1,6,4,
"Austronesian",yap,3,3,3,2,2,1,6,2,,,,1,2,1,1,3,7,4,1,5,,,,,,,,,1,,,,,,,7,,,,1,1,,,,,,,6,,2,,3,,,9,,,,2,,2,,,,,,,,,,,,,5,5,2,,,,,,,,,,,3,,2,2,,2,2,2,2,1,1,,1,,,,,1,6,3,1,4,4,4,,,2,,3,3,1,,,2,,,,,1,2,2,,,,6,,,,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Niger-Congo",zul,4,2,5,3,1,1,5,4,,2,,1,2,2,6,8,1,1,1,2,1,5,1,3,1,2,5,2,6,2,1,2,5,3,3,1,6,4,1,5,5,3,,3,,,5,2,1,,2,2,1,1,2,,6,,1,2,,2,1,1,6,2,,2,2,1,2,1,3,1,1,4,1,2,1,2,2,1,1,4,5,1,2,,1,2,,2,2,2,6,,1,,1,,,,,,2,2,1,4,4,4,1,1,2,2,5,2,2,2,2,1,3,4,3,1,2,2,1,3,3,1,1,4,3,2,1,2,4,,1,3,3,3,,2,2,,1,,,,,1,2,1,1,3,,,,,15,,7,,2,2,4,20,,,15,,,12,4,4,6,4,,,,,,,,,,,,,,
"Niger-Congo",wlf,4,3,3,2,2,1,1,2,,2,,1,3,1,,,,,1,1,,,,,,,,,1,2,,,,,,6,,4,,1,1,,,,,,,,,,1,,,,9,,6,,,,2,,,,,,,2,2,2,1,2,3,5,1,2,1,,2,1,2,,,,,,2,,1,2,1,2,2,2,2,1,1,,1,,,,,2,1,1,1,4,4,4,,,,4,,,,2,,,,,3,3,,,4,,,1,1,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,3,,,,,8,,,,1,2,4,16,3,,13,7,,,4,1,2,4,,,,,,,,,,,,,,
"Niger-Congo",swa,4,2,4,4,2,1,1,2,1,2,,1,1,1,6,8,1,,1,5,1,5,1,3,1,2,5,2,5,1,1,2,5,3,3,1,6,4,3,2,,3,,3,2,1,,2,1,2,2,2,1,1,5,2,7,2,1,,2,2,1,1,,2,2,2,,2,1,1,3,1,1,4,1,2,1,2,2,1,1,4,2,1,2,,1,2,,2,2,2,2,2,1,,1,,,,,,1,2,1,4,4,4,1,1,2,2,5,2,2,2,2,1,3,4,3,2,2,2,1,3,3,1,1,4,3,2,1,2,4,5,,,,,1,1,2,,1,,,,,1,2,1,1,1,,,,2,3,,,,2,4,4,20,,,5,,,,4,2,7,4,,,,,,,,,,,,,,
"Niger-Congo",san,4,3,3,4,2,1,3,2,3,1,,1,1,2,,,,,1,3,1,5,6,1,4,2,5,2,6,,1,3,1,1,1,1,,4,1,1,,3,,1,,,1,6,2,2,,2,1,1,9,1,,,,,4,2,1,1,,,2,2,1,2,4,2,4,5,5,1,3,,2,3,2,1,1,4,5,1,2,,1,2,1,2,2,1,2,2,1,,1,,,,,2,2,2,1,4,4,3,1,1,1,2,1,1,1,1,1,2,3,4,8,5,,,2,1,7,,1,4,,,,,4,,1,,1,1,,,,,1,,,,,1,2,1,2,1,,,,,2,,,,4,1,4,4,6,,4,,,,4,8,7,1,,,,,,,,,,,,,,
"Niger-Congo",mum,3,2,3,4,2,1,3,2,,,,1,2,3,,,,,1,3,,,,,,,,,1,,,,,,,7,,,,1,2,,,,,,,6,,,,2,,,9,,,,,,4,,,,,,,,,,,,,3,5,1,3,,,,,,,,,,2,,1,2,,2,3,2,2,2,1,,1,,,,,,2,2,,4,4,4,,,1,4,1,1,1,,,2,,,,,,,2,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,15,,2,,1,1,4,19,6,,15,,,2,4,5,7,2,,,,,,,,,,,,,,
